Accession	Title	Links	Status	Release Date	Created	Updated	Submission	BioSample.name	BioSample.organism_name
SAMN29453143	248_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.556Z	2022-10-25T09:19:03.123Z	SUB11601558	AGL1001	Severe acute respiratory syndrome coronavirus 2
SAMN29453025	208_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.440Z	2022-10-25T09:19:03.106Z	SUB11601558	AGL0446	Severe acute respiratory syndrome coronavirus 2
SAMN29453055	218_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.716Z	2022-10-25T09:19:03.090Z	SUB11601558	AGL0737	Severe acute respiratory syndrome coronavirus 2
SAMN29453135	245_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:05.483Z	2022-10-25T09:19:03.070Z	SUB11601558	AGL1095	Severe acute respiratory syndrome coronavirus 2
SAMN29453443	348_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.426Z	2022-10-25T09:19:03.040Z	SUB11601558	AGL3109	Severe acute respiratory syndrome coronavirus 2
SAMN29453023	207_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.390Z	2022-10-25T09:19:03.016Z	SUB11601558	AGL0542	Severe acute respiratory syndrome coronavirus 2
SAMN29453346	316_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.530Z	2022-10-25T09:19:03Z	SUB11601558	AGL2427	Severe acute respiratory syndrome coronavirus 2
SAMN29453479	360_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.760Z	2022-10-25T09:19:02.983Z	SUB11601558	AGL2867	Severe acute respiratory syndrome coronavirus 2
SAMN29453513	372_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.076Z	2022-10-25T09:19:02.966Z	SUB11601558	AGL2743	Severe acute respiratory syndrome coronavirus 2
SAMN29453415	339_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.166Z	2022-10-25T09:19:02.936Z	SUB11601558	AGL2619	Severe acute respiratory syndrome coronavirus 2
SAMN29453522	375_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:09.160Z	2022-10-25T09:19:02.920Z	SUB11601558	AGL2981	Severe acute respiratory syndrome coronavirus 2
SAMN29453496	366_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.923Z	2022-10-25T09:19:02.903Z	SUB11601558	AGL3128	Severe acute respiratory syndrome coronavirus 2
SAMN29453018	206_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.343Z	2022-10-25T09:19:02.870Z	SUB11601558	AGL0638	Severe acute respiratory syndrome coronavirus 2
SAMN29453380	327_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.836Z	2022-10-25T09:19:02.853Z	SUB11601558	AGL2458	Severe acute respiratory syndrome coronavirus 2
SAMN29453355	319_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:07.610Z	2022-10-25T09:19:02.830Z	SUB11601558	AGL1945	Severe acute respiratory syndrome coronavirus 2
SAMN29453014	204_d5	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.306Z	2022-10-25T09:19:02.806Z	SUB11601558	AGL0673	Severe acute respiratory syndrome coronavirus 2
SAMN29453057	219_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.733Z	2022-10-25T09:19:02.783Z	SUB11601558	AGL0630	Severe acute respiratory syndrome coronavirus 2
SAMN29453291	298_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:06.990Z	2022-10-25T09:19:02.760Z	SUB11601558	AGL1844	Severe acute respiratory syndrome coronavirus 2
SAMN29453081	227_d1	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:04.963Z	2022-10-25T09:19:02.736Z	SUB11601558	AGL1029	Severe acute respiratory syndrome coronavirus 2
SAMN29453454	352_d3	BioProject: 1, SRA: 1	Released	2022-10-25	2022-07-01T11:38:08.526Z	2022-10-25T09:19:02.700Z	SUB11601558	AGL2531	Severe acute respiratory syndrome coronavirus 2
